# Model run (UTC): 2026-03-13 12:00
time_utc,time_local,s1_h,s1_p,s1_dir,s1_dirMin,s2_h,s2_p,s2_dir,s2_dirMin,s3_h,s3_p,s3_dir,s3_dirMin,s4_h,s4_p,s4_dir,s4_dirMin,s5_h,s5_p,s5_dir,s5_dirMin,s6_h,s6_p,s6_dir,s6_dirMin,s1_impact,s2_impact,s3_impact,s4_impact,s5_impact,s6_impact
2026-03-16T18:00:00+00:00,19:00,1.2,7.0,243.3,234.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,18.0,296.7,291.2,0.9,7.0,192.3,183.2,0.321,0.0,0.0,0.0,0.452,0.227
2026-03-16T19:00:00+00:00,20:00,1.2,7.0,242.5,234.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,18.0,296.0,290.1,0.9,7.0,194.0,184.8,0.312,0.0,0.0,0.0,0.455,0.233
2026-03-16T20:00:00+00:00,21:00,1.2,7.0,243.5,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,18.0,296.0,290.1,0.9,7.0,194.1,185.2,0.319,0.0,0.0,0.0,0.454,0.226
2026-03-16T21:00:00+00:00,22:00,1.3,7.0,247.1,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,18.0,296.6,291.0,0.9,7.0,195.4,186.4,0.334,0.0,0.0,0.0,0.444,0.222
2026-03-16T22:00:00+00:00,23:00,1.3,8.0,246.4,237.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,17.0,295.9,290.0,0.8,7.0,195.3,186.5,0.338,0.0,0.0,0.0,0.447,0.215
2026-03-16T23:00:00+00:00,00:00,1.4,8.0,249.2,240.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,17.0,296.9,291.5,0.8,7.0,195.4,186.7,0.354,0.0,0.0,0.0,0.435,0.21
2026-03-17T00:00:00+00:00,01:00,1.5,8.0,251.7,242.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,17.0,297.3,292.1,0.8,7.0,195.0,186.3,0.367,0.0,0.0,0.0,0.428,0.205
2026-03-17T01:00:00+00:00,02:00,1.4,8.0,252.7,244.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,17.0,296.9,291.7,0.9,7.0,197.9,188.2,0.351,0.0,0.0,0.0,0.43,0.219
2026-03-17T02:00:00+00:00,03:00,1.4,8.0,256.3,246.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,17.0,297.2,292.1,0.9,7.0,198.0,188.0,0.359,0.0,0.0,0.0,0.422,0.219
2026-03-17T03:00:00+00:00,04:00,1.2,8.0,249.9,241.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,17.0,294.6,288.7,0.9,7.0,197.0,186.8,0.336,0.0,0.0,0.0,0.451,0.213
2026-03-17T04:00:00+00:00,05:00,1.2,8.0,249.9,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,17.0,295.7,290.2,0.8,6.0,195.1,184.8,0.342,0.0,0.0,0.0,0.449,0.209
2026-03-17T05:00:00+00:00,06:00,1.3,8.0,253.6,243.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,17.0,295.9,290.7,0.8,6.0,193.5,182.9,0.34,0.0,0.0,0.0,0.449,0.211
2026-03-17T06:00:00+00:00,07:00,1.2,7.0,250.3,241.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,16.0,295.2,289.9,0.8,6.0,192.3,181.2,0.334,0.0,0.0,0.0,0.46,0.206
2026-03-17T07:00:00+00:00,08:00,1.2,7.0,253.6,243.8,1.2,12.0,292.3,288.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,16.0,299.8,295.1,0.8,6.0,191.5,179.5,0.287,0.267,0.0,0.0,0.268,0.178
2026-03-17T08:00:00+00:00,09:00,1.1,7.0,248.7,239.9,1.3,12.0,291.7,286.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,16.0,299.7,294.8,0.8,7.0,187.8,175.2,0.276,0.288,0.0,0.0,0.253,0.182
2026-03-17T09:00:00+00:00,10:00,1.1,7.0,247.6,238.5,1.3,12.0,291.7,286.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,16.0,299.5,294.6,0.8,6.0,183.8,170.5,0.28,0.292,0.0,0.0,0.254,0.173
2026-03-17T10:00:00+00:00,11:00,1.0,7.0,247.1,238.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,16.0,294.6,289.3,0.9,6.0,182.1,167.9,0.329,0.0,0.0,0.0,0.459,0.211
2026-03-17T11:00:00+00:00,12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,7.0,218.7,198.8,0.0,0.0,0.0,0.0,1.5,16.0,294.8,289.7,0.0,0.0,0.0,0.0,0.0,0.0,0.477,0.0,0.523,0.0
2026-03-17T12:00:00+00:00,13:00,1.0,7.0,249.4,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,16.0,295.1,290.2,1.0,5.0,181.7,165.9,0.318,0.0,0.0,0.0,0.438,0.244
2026-03-17T13:00:00+00:00,14:00,1.0,7.0,251.3,242.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,16.0,295.3,290.5,1.2,6.0,182.1,166.2,0.315,0.0,0.0,0.0,0.412,0.273
2026-03-17T14:00:00+00:00,15:00,1.0,7.0,253.0,244.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,16.0,296.0,291.5,1.3,6.0,182.9,166.7,0.317,0.0,0.0,0.0,0.381,0.302
2026-03-17T15:00:00+00:00,16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,7.0,207.7,187.2,0.0,0.0,0.0,0.0,1.2,15.0,295.7,291.1,0.0,0.0,0.0,0.0,0.0,0.0,0.555,0.0,0.445,0.0
2026-03-17T16:00:00+00:00,17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,7.0,205.9,185.6,0.0,0.0,0.0,0.0,1.2,15.0,295.6,291.1,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.43,0.0
2026-03-17T17:00:00+00:00,18:00,0.0,0.0,0.0,0.0,1.6,7.0,218.4,203.3,0.0,0.0,0.0,0.0,0.8,5.0,139.7,130.3,1.1,15.0,296.1,291.8,0.0,0.0,0.0,0.0,0.0,0.531,0.0,0.083,0.386,0.0
2026-03-17T18:00:00+00:00,19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,7.0,201.2,180.9,0.0,0.0,0.0,0.0,1.0,14.0,295.9,291.5,0.0,0.0,0.0,0.0,0.0,0.0,0.591,0.0,0.409,0.0
2026-03-17T19:00:00+00:00,20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,7.0,197.4,177.1,0.0,0.0,0.0,0.0,1.0,14.0,295.9,291.6,0.0,0.0,0.0,0.0,0.0,0.0,0.592,0.0,0.408,0.0
2026-03-17T20:00:00+00:00,21:00,1.0,7.0,242.4,234.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,295.8,291.6,1.5,6.0,173.2,157.9,0.345,0.0,0.0,0.0,0.321,0.334
2026-03-17T21:00:00+00:00,22:00,0.9,7.0,241.0,233.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,14.0,295.6,291.4,1.5,6.0,173.1,157.7,0.335,0.0,0.0,0.0,0.318,0.348
2026-03-17T22:00:00+00:00,23:00,0.9,7.0,240.4,233.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,14.0,295.6,291.5,1.6,6.0,173.0,158.0,0.329,0.0,0.0,0.0,0.311,0.36
